"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
PIFCPP - DOCF le 13 avril 2011 15/19
Nom de la personne morale de droit public :  Conseil Général de la Côte d'Or Subventions versées aux associations de droit français et aux fondations reconnues d'utilité publique année 2010
Adresse de la personne morale de droit public :  1 Rue Joseph Tissot
21035 Dijon cedex
N° SIREN de la 
personne morale 
de droit public
Numéro de SIREN Raison Sociale
Autre numéro 
d'identification 
Montant de la subvention Montant du prêt  Montant dela garantie Avantage en nature 
44462971100011  PRIX DE POESIE-BOURGUIGN  MARIE NOEL 500,00
 PRODUITS GOURMANDS DU GR  MORVAN (DES ) 9 000,00
39426099300010  PROMO SAINT-JEAN    1 000,00
32574032200020  PROMOTION DE LA LECTURE  PROMOLEC 9 500,00
49489849700016  RANDONNEURS DIJONNAIS  FFCT LIGUE DE BOURGOGNE 800,00
 RASSEMBLEMENT DES  ALGERIENS SELONGEY 110,00
43821801800010  REGIONALE  RESTAURATEURS DE FRANCE 2 380,50
39945454500019  RELAIS ENFANTS PARENTS  DE BOURGOGNE 300,00
50097537000015  RENCONTRES MUSICALES ST  ROMAIN 800,00
30730993000047  REP ANCIENS COMBATT  VICTIMES GUERRE DIJON 250,00
34368422100041  REPORTERS SANS FRONTIERE    1 500,00
44213370800010  RESEAUX ENTREPRENDRE  BOURGOGNE 15 000,00
41358720500035  RESSOURCES    118 950,00
39081876300026  RESTAURANTS DU COEUR DE  COTE D'OR 37 500,00
 REVEIL MUNICIPAL  BEAUNOIS 96,00
 REVEIL QUILLES IS/TILLE    600,00
778255513  RHIN ET DANUBE - SECTION AUXONNE    100,00
 RIEL LOISIRS    220,00
 ROSE DES VENTS    300,00
77821447800019  ROTARY CLUB DIJON SUD    1 000,00
45289636800019  RUGBY CLUB AUXONNAIS  MLLE NADINE MOREAU 600,00
 RUGBY CLUB VALLEE'OUCHE    1 300,00
48361560500019  RUGBY FEMININ DIJON  BOURGOGNE LES GAZELLES 10 000,00
47903672500014  SAINT APO DETENTE LOISIR  CULTURE POUR TOUS 400,00
48978335700010  SAINT BERNARD  DE FONTAINE 1 000,00
 SAINT BROING ANIMATION    175,00
48057187600014  SAINT-AIGNAN/ROUVRES    200,00
 SAINT-GEORGES    200,00
 SAINT-REMI    200,00
 SAINT-VORLES    3 500,00
50124223400018  SAISONS CLASSIQUES DE  SEMUR EN AUXOIS 3 000,00
49067878600016  SALIVES ORGANISATION CULTURELLE    15 000,00
 SAPEURS POMPIERS    400,00
45407225700016  SASP DIJON FOOTBALL COTE  D'OR 130 000,00
 SASP JDA DIJON BASKET    155 000,00
30667889700035  SASTI - SERVICE D'ACTION  TRAVAILLEURS INDEPENDANTS 103 100,00
 SAUVEGARDE DU PATRIMOINE  MILITAIRE BEAUNOIS 500,00
50373175400019  SAUVEGARDE PATRIMOINE DE VILLEBICHOT  1 500,00
49849820300013  SAUVEGARDE SITE  PROVIDENCE 500,00
49191104600010  SCENE PRODUCTION    1 500,00
77815954100011  SCIENCES HISTORIQUES ET  NATURELLES SEMUR EN AUXOIS 7 000,00
 SCOLAIRE ECOLE DE CRUGEY  COOP. 200,00
 SCOLAIRE ECOLE ECUTIGNY  COOP. 200,00
 SCOLAIRE ECOLE PAINBLANC  COOP. 200,00
 SCOLAIRE ECOLE PRIMAIRE  BLIGNY SUR OUCHE COOP. 925,00
 SCOLAIRE ECOLE VEUVEY SU  OUCHE COOP. 200,00
31332164800013  SCOLAIRE ET POSTSCO  CANTON MONTIGNY S/AU 600,00
 SCOLAIRE JEAN JAURES 2  ECOLE MATERNELLE COOP. 300,00
 SCOLAIRE JEAN JAURES M2  ECOLE JEAN-JAURES COOP. 400,00
 SCOUTS DE FRANCE - GROUP  E D'AUXONNE 150,00
77820305800017  SDAT (ANTENNE MEDICALE  DIJON ET BEAUNE) 109 310,00
77820805800041  SDAT ASCO    95 600,00
77820805800033  SDAT'ENTREPRISE  ACTION EPI 243 662,09
77566669602383  SECOURS CATHOLIQUE  DELEGATION C.O. 12 000,00
 SECOURS CATHOLIQUE  NUITS ST GEORGES 400,00
 SECOURS POPULAIRE  FRANCAIS 300,00
 SECOURS POPULAIRE FRANC.    1 000,00
30582155500060  SECOURS POPULAIRE FRANCA  COMITE IS SUR TILLE 500,00
30582155500011  SECOURS POPULAIRE FRANCAIS  DELEGATION DE DIJON 12 000,00
22210001800019
PIFCPP - DOCF le 13 avril 2011 16/19
Nom de la personne morale de droit public :  Conseil Général de la Côte d'Or Subventions versées aux associations de droit français et aux fondations reconnues d'utilité publique année 2010
Adresse de la personne morale de droit public :  1 Rue Joseph Tissot
21035 Dijon cedex
N° SIREN de la 
personne morale 
de droit public
Numéro de SIREN Raison Sociale
Autre numéro 
d'identification 
Montant de la subvention Montant du prêt  Montant dela garantie Avantage en nature 
44231322700013  SEINE-ET-TILLES EN  BOURGOGNE 60 000,00
41262133600038  SEIVA    20 000,00
41389082300029  SENTIERS    723 553,75
 SEQUANA    300,00
 SERVICE PLUS    400,00
90083502145111  SI CA VOUS CHANTE    150,00
42159452400017  SING ALL MUSIC    3 000,00
 SJUN - SPORTIVE SAINT-  JULIEN - VAL-DE-NORG 1 200,00
 SKI NAUTIQUE CLUB DE  BOURGOGNE 853,48
32169130500023  SMBS SAUVEGARDE MONUMENT  BOURGOGNE ET DES SITES 4 500,00
50291319700013  SOCIALEMENT VOTRE  SEMUR EN AUXOIS 600,00
49823706400015  SOCIETE AMICALE SPORTIVE  SAPEURS POMPIERS 200,00
45337076900011  SOCIETE DE QUILLES  LES VENDANGEURS 3 800,00
49817727800013  SOCIETE DES VOLONTAIRES  1870-71 - 1914-18 - 1939-45 140,00
 SOCIETE HISTORIQUE ET  TOURISTIQUE 2 000,00
45263912300010  SOCIETE MUSICALE    651,00
44995846100013  SOCIETE MUSICALE SEURRE    470,00
 SOCIETE PHILARMONIQUE DE  DIJON 210,00
 SOCIO-CULTURELLE ET  SPORTIVE 750,00
32911894700038  SOLIDARITE FEMMES    21 500,00
48085584000025  SOLID'ERE    10 000,00
35395235100040  SOS AMITIE DIJON  BOURGOGNE 500,00
39963764400010  SOS FAMILLES EMMAUS    2 000,00
 SOURCES DE LA SEINE    500,00
 SOUVENIR DE LA RESISTANC  COMITE CHATILLON S/SEINE 200,00
30812876800022  SPA LES AMIS DES BETES  REFUGE DE JOUVENCE 12 000,00 mise à disposition de locaux
 SPORT AVANT GARDE  SEURROISE 2 200,00
 SPORT COLLEGE LA CHAMPAG    1 127,16
 SPORT LOISIRS CULTURE  ASS. MUNICIPALE DAROIS 400,00
77825704800018  SPORTING CLUB  SELONGEY-Football 10 000,00
77825704800018  SPORTING CLUB SELONGEY    4 808,22
43406622100012  SPORTING CLUB VITTELIEN    110,00
 SPORTING CLUB VITTELLIEN  SECTION FOOTBALL 800,00
 SPORTING CLUB VITTELLIEN  SECTION JUDO 200,00
43347097800019  SPORTIVE CANOE  LES ALLIGATORS 200,00
 SPORTIVE CANTON BLIGNY  BLIGNY-SUR-OUCHE 800,00
 SPORTIVE CES JEAN ROSTAN    1 400,00
48415608800011  SPORTIVE COLLEGE  LALLEMAND POUILLY EN AUXOI 400,00
 SPORTIVE COLLEGE  PAUL FORT 1 000,00
 SPORTIVE COLLEGE DUNANT    300,00
45348170700017  SPORTIVE COLLEGE RAMEAU    500,00
 SPORTIVE COLLEGE ROUPNEL    400,00
 SPORTIVE COLLEGE SELONGE  CHAMP LUMIERE 150,00
50065491800019  SPORTIVE CULTURELLE  ECOLE ELEMENTAIRE GREUZE 350,00
 SPORTIVE CULTURELLE  ST APPO SECTION FOOTBALL 7 500,00
 SPORTIVE DE BLAISY-BAS  FOOTBALL CLUB 350,00
 SPORTIVE DE BROIN    311,25
 SPORTIVE DE GENLIS    2 000,00
35034860300019  SPORTIVE DE QUETIGNY -AS    3 720,00
49466073100014  SPORTIVE DE TALMAY    300,00
 SPORTIVE DU COLLEGE J.  LACAILLE 500,00
 SPORTIVE DU GOLF DE  SALIVES 1 000,00
 SPORTIVE DU LYCEE CHARLE  DE GAULLE 400,00
45270878700018  SPORTIVE ET CULTURELLE  DE L ECOLE PRIMAIRE 409,57
 SPORTIVE ET CULTURELLE  D'ORGEUX 350,00
49471513900015  SPORTIVE ET CULTURELLE  LAIGNES ET ENVIRONS 200,00
49520051100014  SPORTIVE ET CULTURELLE  MANLAY 490,00
40937708200022  SPORTIVE ET CULTURELLE  MESSIGNY ET VANTOUX 650,00
49812112800017  SPORTIVE ET CULTURELLE ENERGIE ET  SANTE 200,00
22210001800019
PIFCPP - DOCF le 13 avril 2011 17/19
Nom de la personne morale de droit public :  Conseil Général de la Côte d'Or Subventions versées aux associations de droit français et aux fondations reconnues d'utilité publique année 2010
Adresse de la personne morale de droit public :  1 Rue Joseph Tissot
21035 Dijon cedex
N° SIREN de la 
personne morale 
de droit public
Numéro de SIREN Raison Sociale
Autre numéro 
d'identification 
Montant de la subvention Montant du prêt  Montant dela garantie Avantage en nature 
49766248600016  SPORTIVE ETEVAUX  BINGES 200,00
 SPORTIVE FOOTBALL DE TILLENAY    200,00
49809634600016  SPORTIVE L ESPERANCE    150,00
 SPORTIVE LA GALOICHAISE    60,00
49512422400017  SPORTIVE LACANCHE  SECTION FOOTBALL 500,00
 SPORTIVE LENTILLERES    1 000,00
 SPORTIVE LEP ANTOINE    150,00
 SPORTIVE LYCEE  DE BROCHON 500,00
 SPORTIVE LYCEE ANNAJUDIC    400,00
30082349900011  SPORTIVE POUDRERIE  DE VONGES 400,00
77824426900016  SPORTIVE POUILLY BASKET    150,00
 SPORTIVE PRECYLIENNE    1 328,01
49767417600019  SPORTIVE SECTION  FOOTBALL DE POUILLY 400,00
49509642200011  SPORTIVE SECTION CYCLISM  VELO CLUB POUILLY 200,00
45301635400012  SPORTIVE SEURRE  DE SEURRE 1 300,00
 SPORTIVE UJL FOOTBALL -S  JEAN-DE-LOSNE -ST-USAGE - 426,60
50011045700016  SPORTS ET LOISIRS CLENAY    3 400,00
47748979300018  SPORTS LOISIRS  HAUTEVILLOISE 1 200,00
39108605500020  SPRINTER CLUB OLYMPIQUE  DE DIJON 38 010,00
48381037000013  SQUASH CLUB DIJONNAIS    800,00
50360333400015  SRAM STE RECHERCHES  ARCHEOLOGIQUES MIREBEAU 1 200,00
43329838700013  STADE DIJONNAIS COTE  D'OR 149 895,00
 STE ARCHEOLOGIQUE HISTORIQUE  DU CHATILLONNAIS 1 000,00
49436833500019  STE CONCOURS HIPPIQUES  DU PAYS DE SAULIEU 400,00
 STE COURSES DE VITTEAUX    10 000,00
 STE DE TIR DE FONTAINE  FRANCAISE 250,00
48137430400014  STE DE TIR SPORTIF NUITS  ST GEORGES 200,00
77818349100019  STE DEFENSE DES  ANIMAUX 6 000,00
77566640700074  STE D'ENTRAIDE MEMBRES  LEGION D'HONNEUR 300,00
78471878500065  STE LES MEILLEURS OUVRIERS DE FRANCESECTION COTE D'OR 1 500,00
49415422200017  SWING UP    2 500,00
77821289400027  SYND CONTROLE LAITIER    23 000,00
 SYNDICAT D INITIATIVE  FONTAINE-FRANCAISE 600,00
 SYNDICAT D INITIATIVE DU  CANTON DE PRECY-SOUS 895,00
 SYNDICAT PRIM HOLSTEIN    1 295,00
49488474500014  TALANT SPORT ORIENTATION    400,00
44778865400013  TANDEM CLUB DIJONNAIS    700,00
 TENNIS CLUB BOIS DE  NORGES 12 000,00
 TENNIS CLUB DE  COMBERTAULT 150,00
 TENNIS CLUB DE BLIGNY-LES-BEAUNE   180,00
38466640000013  TENNIS CLUB DE GENLIS    500,00
 TENNIS CLUB DE POUILLY    150,00
77821106000018  TENNIS CLUB DIJONNAIS    23 422,00
 TENNIS CLUB ROCHELOIS    300,00
 TENNIS CLUB SAINT-SEINE-  L ABBAYE 500,00
 TENNIS CLUB SOMBERNON    150,00
 TENNIS DE TABLE  CHATILLONNAIS 170,00
49487075100018  TENNIS DE TABLE  POUILLY EN AUXOIS 200,00
34253158900030  TETE COLONNE 1ER REGIMEN  GRENADIERS A PIED DE LA GA 2 402,00
32673783000058  THEATRE DE L'ESPOIR    4 000,00
34393572200011  THEATRE DE L'INEDIT  BISTROT DE LA SCENE 4 000,00
33160402500048  THEATRE DU RAMEAU D'OR    3 000,00
39428960700019  THEATRE UNIVERSITAIRE    600,00
 TILLEULS DE MARCILLY-  DRACY 80,00
45280897500018  TIR A L'ARC    200,00
41158461800010  TRACES    3 000,00
 TREMPLIN    150,00
 TRIATHLON CLUB AUXONNAIS    950,00
 TROISIEME JEUNESSE DEBOU    300,00
22210001800019
PIFCPP - DOCF le 13 avril 2011 18/19
Nom de la personne morale de droit public :  Conseil Général de la Côte d'Or Subventions versées aux associations de droit français et aux fondations reconnues d'utilité publique année 2010
Adresse de la personne morale de droit public :  1 Rue Joseph Tissot
21035 Dijon cedex
N° SIREN de la 
personne morale 
de droit public
Numéro de SIREN Raison Sociale
Autre numéro 
d'identification 
Montant de la subvention Montant du prêt  Montant dela garantie Avantage en nature 
 TROMPETTES DIJONNAISES    368,00
 TWIN BIKE D'ORVILLE    80,00
45281095500016  TWIRLING CLUB COURTAVAUX    200,00
48882197600013  UCIA AUXONNE UNION COMME  INDUSTRIELLE ARTISANALE 2 180,96
40319333700017  UCIA SAINT JEAN DE LOSNE    330,00
49271441500014  UDAC UNION DEPT DES ASSO DES  COMBATTANTS ET VICTIMES DE GUERRE 300,00
77821425400030  UDAF 21 UNION DEPTALE  ASSO FAMILIALES COTE D'OR 5 000,00
 ULM CLUB DE POUILLY    350,00
32582456300010  UN LIVRE UNE VIE    350,00
50094558900017  UN POINT C EST TOUT    300,00
78436348300040  UNAFAM 21    200,00
37978702100011  UNASS 21 - ASSOCIATION DES SECOURISTES 1 380,00
50229707000018  UNION ANCIENS COMBATTANT  PERRIGNY LES DIJON 250,00
30701595800019  UNION ARTISANALE DE LA  REGION D'EPOISSES 2 000,00
 UNION ARTISTIQUE ET  INTELLECT.CHEMINOTS 350,00
 UNION COMMERCIALE ET  INDUSTRIELLE D ARNAY 2 502,00
49821202600013  UNION COMMERCIALE WILSON    650,00
 UNION CYCLISTE CHENOVE    1 200,32
77821257100013  UNION DAL SYNDICATS  CGT COTE D'OR 3 800,00
50162973700013  UNION DEPARTEMENTALE DES  SAPEURS POMPIERS DE CO 23 000,00
39200183000018  UNION DEPARTEMENTALE DES MJC  DE COTE D'OR 137 593,50
48384109400012  UNION DES FEDERATIONS D'ELEVAGE DES RACES BOVINES DE COTE D'OR 21 908,00
41930182500016  UNION DES GROUPES ET MENETRIERS DU  MORVAN 13 800,00
 UNION DES PARENTS D'ELEV  ECOLE TURGOT 250,00
77816778300027  UNION DU COMMERCE  BEAUNOIS 2 031,00
50249308300013  UNION FED. DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DE COTE D'OR 300,00
47761545400014  UNION FOOTBALL CLUB DE  L'OUCHE 200,00
48100179000015  UNION LUSO FRANCAISE  EUROPEENNE 800,00
45016176500018  UNION MUSICALE BEAUNOISE    240,00
 UNION MUSICALE DE BLIGNY  SUR OUCHE 264,00
 UNION NAT. COMBATTANT RE  CEY 200,00
 UNION NAT.POUR L INFORMA  TION DES AUTEURS ET 300,00
49285494800014  UNION NATIONAL DES  COMBATTANTS GROUPE COTE D'OR 300,00
49802733300018  UNION SANMARITAINE DE  LUTTE 200,00
 UNION SPORT.ENSEIGNEMENT    12 090,10
49506105300015  UNION SPORTIVE BELANNAIS    190,00
49892294700011  UNION SPORTIVE BUNCEYENN    180,00
48122399800016  UNION SPORTIVE DU CANTON  FOOTBALL 802,52
40291523500012  UNION SPORTIVE GENLIS  RUGBY 2 000,00
 UNION VITTELLIENNE    1 517,00
77821260500043  UNPI 21 CHAMBRE SYND PRO  COPROPRIETAIRE COTE D'OR 3 000,00
50213606200010  UNSA COTE D'OR    3 800,00
77567565501430  UNSS SERVICE DEPARTEMENTAL DE LA COTE D'OR 23 750,00
77821405600021  URIOPSS BOURGOGNE    1 000,00
 USAGERS ET AMIS CENTRE  SOCIAL 200,00
 USAGERS ET AMIS CENTRE  SOCIAL DES BOURROCHES 450,00
 USAGERS-ROLAND & LACHAUM    300,00
44958041400018  VELARS ORIENTATION  RANDONNEE 100,00
 VELO CLUB CHATILLONNAIS    270,00
49099256700019  VELO OFFENSIVE DE DIJON    400,00
49846750500018  VILLAGES EN FETES    450,00
44933493700017  VISITE DES MALADES DANS  LES ETABLISSEMENTS HOSPITALIERS - VMEH 150,00
50110963100017  VITA'GYM d'ECHENON    300,00
 VITTEAUX JUMPING    142,69
49438464700017  VIVRE A LA TOISON D OR  CHATEAU ET HAMEAUX POUILLY 300,00
 VOILE LIBRE MONTAGNY-LES  BEAUNE 250,00
 WILSA KRAKOWIAK    481,00
48807590400018  WORLD SACRED MUSICS ASSO    1 800,00
40477909200042  ZUTIQUE PRODUCTIONS    41 720,00
22210001800019
PIFCPP - DOCF le 13 avril 2011 19/19";"";"unknown";"License Not Specified";"2010-01-01";"2012-12-31";"fr:region";"";False;"2014-06-05T10:21:12.039000";"2016-03-01T23:38:46.131000";"";False;1;1;"pdf";"";"";"";"";"";"0.67";1;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3892;490
"59aea7c4b595087a249169d1";"Nombre de divorces par mois en 2013 de personnes mariées à Nice";"nombre-de-divorces-par-mois-en-2013-de-personnes-mariees-a-nice";"";"https://www.data.gouv.fr/datasets/nombre-de-divorces-par-mois-en-2013-de-personnes-mariees-a-nice";"Métropole Nice Côte d'Azur";"59aea226c751df38f3f6834b";"";"";"Ce jeu de données renseigne sur le nombre de divorces de personnes mariées à Nice.";"";"";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2014-06-05T00:00:00";"2019-05-17T00:00:00";"dissolution,divorce,mariage,mensuel,mention,nombre";False;3;3;"ods,xls,csv";"CKAN";"opendata.nicecotedazur.org";"2014-06-05T00:00:00";"";"http://opendata.nicecotedazur.org/data/dataset/nombre-de-divorces-par-mois-en-2013-de-personnes-mariees-a-nice";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1990;769
"59aea7c2a3a72917d9f3fc8f";"Nombre de mariages pour tous célébrés par mois pour l'année 2013";"nombre-de-mariages-pour-tous-celebres-par-mois-pour-l-annee-2013";"";"https://www.data.gouv.fr/datasets/nombre-de-mariages-pour-tous-celebres-par-mois-pour-l-annee-2013";"Métropole Nice Côte d'Azur";"59aea226c751df38f3f6834b";"";"";"Ce jeu de données renseigne sur le nombre de mariages pour tous célébrés par mois à Nice pour l'année 2013";"";"";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2014-06-05T00:00:00";"2019-05-17T00:00:00";"gay,homosexuel,lesbien,mariage,mpt,nombre";False;3;3;"ods,xls,csv";"CKAN";"opendata.nicecotedazur.org";"2014-06-05T00:00:00";"";"http://opendata.nicecotedazur.org/data/dataset/nombre-de-mariages-pour-tous-celebres-par-mois-pour-l-annee-2013";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1801;607
"59aea7aeb595087a239169d4";"Nombre d'attestations d'accueil délivrées par mois pour 2014";"nombre-d-attestations-d-accueil-delivrees-par-mois-pour-2014";"";"https://www.data.gouv.fr/datasets/nombre-d-attestations-d-accueil-delivrees-par-mois-pour-2014";"Métropole Nice Côte d'Azur";"59aea226c751df38f3f6834b";"";"";"Ce jeu de données renseigne sur le nombre d'attestations d'accueil éditées par mois par la Ville de Nice pour l'année 2014.";"";"";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2014-06-05T00:00:00";"2019-05-17T00:00:00";"attestation-accueil,formalite,mensuel,nice";False;2;2;"ods,xls";"CKAN";"opendata.nicecotedazur.org";"2014-06-05T00:00:00";"";"http://opendata.nicecotedazur.org/data/dataset/nombre-d-attestations-d-accueil-delivrees-par-mois-pour-2014";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1525;358
"59aea794b595087a249169bf";"Nombre de naissances par mois pour l'année 2013";"nombre-de-naissances-par-mois-pour-l-annee-2013";"";"https://www.data.gouv.fr/datasets/nombre-de-naissances-par-mois-pour-l-annee-2013";"Métropole Nice Côte d'Azur";"59aea226c751df38f3f6834b";"";"";"Ce jeu de données renseigne sur le nombre de naissances par mois à Nice en 2013.";"";"";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2014-06-05T00:00:00";"2019-05-17T00:00:00";"bebe,declaration,enfant,mensuel,naissance,nombre";False;3;3;"ods,xls,csv";"CKAN";"opendata.nicecotedazur.org";"2014-06-05T00:00:00";"";"http://opendata.nicecotedazur.org/data/dataset/nombre-de-naissances-par-mois-pour-l-annee-2013";"0.33";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2143;818
